datetime,sec_code,open,close,high,low,volume,turnover,amplitude,price_change_percentage,price_change_amount,turnover_rate
2025-06-05,603049,57.0,49.68,57.0,49.5,521759,2707087009.0,16.13,6.84,3.18,61.51
2025-06-06,603049,49.2,47.03,49.2,47.0,286701,1365486007.0,4.43,-5.33,-2.65,33.8
2025-06-09,603049,46.75,46.96,47.48,46.72,150667,708269824.0,1.62,-0.15,-0.07,17.76
2025-06-10,603049,47.0,47.26,47.59,46.72,150366,708773566.0,1.85,0.64,0.3,17.73
2025-06-11,603049,47.41,46.95,47.43,46.95,114919,541135746.0,1.02,-0.66,-0.31,13.55
2025-06-12,603049,47.01,46.64,47.02,46.6,104646,488961196.0,0.89,-0.66,-0.31,12.34
2025-06-13,603049,46.55,45.31,46.55,45.3,127228,584500142.0,2.68,-2.85,-1.33,15.0
2025-06-16,603049,45.0,45.15,45.31,44.8,56898,256424584.0,1.13,-0.35,-0.16,6.71
2025-06-17,603049,45.15,44.99,45.34,44.86,55247,249154651.0,1.06,-0.35,-0.16,6.51
2025-06-18,603049,44.88,44.89,45.1,44.81,46225,207614219.0,0.64,-0.22,-0.1,5.45
2025-06-19,603049,45.0,44.0,45.01,43.91,73414,326169089.0,2.45,-1.98,-0.89,8.65
2025-06-20,603049,43.97,43.49,44.12,43.47,48948,213826709.0,1.48,-1.16,-0.51,5.77
2025-06-23,603049,43.1,43.83,43.88,43.01,45197,196216347.0,2.0,0.78,0.34,5.33
